Date,zone,centre,Price
14-07-04,1,CHANDIGARH,650
14-07-04,1,DELHI,715
14-07-04,2,AHMEDABAD,825
14-07-04,2,RAJKOT,900
14-07-04,2,PANAJI,980
14-07-04,2,BHOPAL,650
14-07-04,2,INDORE,NA
14-07-04,2,MUMBAI,1000
14-07-04,2,NAGPUR,713
14-07-04,2,JAIPUR,675
14-07-04,2,JODHPUR,675
14-07-04,3,GUWAHATI,NA
14-07-04,3,PATNA,600
14-07-04,3,SHILLONG,NA
14-07-04,3,AIZAWL,NA
14-07-04,3,BHUBANESHWAR,840
14-07-04,3,CUTTACK,780
14-07-04,3,KOLKATA,NA
14-07-04,3,AGARTALA,NA
14-07-04,4,HYDERABAD,850
14-07-04,4,VIJAYAWADA,1150
14-07-04,4,BANGALORE,1050
14-07-04,4,THIRUVANANTHAPURAM,1100
14-07-04,4,ERNAKULAM,1100
14-07-04,4,CHENNAI,1000
14-07-04,4,MADURAI,1100
14-07-04,4,PONDICHERRY,1150
21-07-04,1,HISAR,685
21-07-04,1,KARNAL,700
21-07-04,1,SHIMLA,NA
21-07-04,1,MANDI,NA
21-07-04,1,SRINAGAR,NA
21-07-04,1,JAMMU,NA
21-07-04,1,AMRITSAR,700
21-07-04,1,LUDHIANA,700
21-07-04,1,LUCKNOW,635
21-07-04,1,KANPUR,640
21-07-04,1,CHANDIGARH,650
21-07-04,1,DELHI,730
21-07-04,2,AHMEDABAD,825
21-07-04,2,RAJKOT,900
21-07-04,2,PANAJI,980
21-07-04,2,BHOPAL,650
21-07-04,2,INDORE,NA
21-07-04,2,MUMBAI,1000
21-07-04,2,NAGPUR,725
21-07-04,2,JAIPUR,675
21-07-04,2,JODHPUR,675
21-07-04,3,GUWAHATI,NA
21-07-04,3,PATNA,600
21-07-04,3,SHILLONG,NA
21-07-04,3,AIZAWL,NA
21-07-04,3,BHUBANESHWAR,870
21-07-04,3,CUTTACK,790
21-07-04,3,KOLKATA,NA
21-07-04,3,AGARTALA,NA
21-07-04,4,HYDERABAD,800
21-07-04,4,VIJAYAWADA,1150
21-07-04,4,BANGALORE,1120
21-07-04,4,THIRUVANANTHAPURAM,1100
21-07-04,4,ERNAKULAM,1100
21-07-04,4,CHENNAI,1000
21-07-04,4,MADURAI,1020
21-07-04,4,PONDICHERRY,1150
28-07-04,1,HISAR,685
28-07-04,1,KARNAL,700
28-07-04,1,SHIMLA,NA
28-07-04,1,MANDI,NA
28-07-04,1,SRINAGAR,NA
28-07-04,1,JAMMU,NA
28-07-04,1,AMRITSAR,700
28-07-04,1,LUDHIANA,700
28-07-04,1,LUCKNOW,635
28-07-04,1,KANPUR,655
28-07-04,1,CHANDIGARH,700
28-07-04,1,DELHI,760
28-07-04,2,AHMEDABAD,900
28-07-04,2,RAJKOT,1000
28-07-04,2,PANAJI,980
28-07-04,2,BHOPAL,650
28-07-04,2,INDORE,NA
28-07-04,2,MUMBAI,963
28-07-04,2,NAGPUR,713
28-07-04,2,JAIPUR,675
28-07-04,2,JODHPUR,675
28-07-04,3,GUWAHATI,NA
28-07-04,3,PATNA,600
28-07-04,3,SHILLONG,NA
28-07-04,3,AIZAWL,NA
28-07-04,3,BHUBANESHWAR,870
28-07-04,3,CUTTACK,790
28-07-04,3,KOLKATA,NA
28-07-04,3,AGARTALA,NA
28-07-04,4,HYDERABAD,800
28-07-04,4,VIJAYAWADA,1050
28-07-04,4,BANGALORE,1120
28-07-04,4,THIRUVANANTHAPURAM,1100
28-07-04,4,ERNAKULAM,1100
28-07-04,4,CHENNAI,1000
28-07-04,4,MADURAI,1020
28-07-04,4,PONDICHERRY,1150
04-08-04,1,HISAR,755
04-08-04,1,KARNAL,740
04-08-04,1,SHIMLA,NA
04-08-04,1,MANDI,NA
04-08-04,1,SRINAGAR,NA
04-08-04,1,JAMMU,NA
04-08-04,1,AMRITSAR,750
04-08-04,1,LUDHIANA,700
04-08-04,1,LUCKNOW,635
04-08-04,1,KANPUR,655
04-08-04,1,CHANDIGARH,700
04-08-04,1,DELHI,765
04-08-04,2,AHMEDABAD,900
04-08-04,2,RAJKOT,1000
04-08-04,2,PANAJI,980
04-08-04,2,BHOPAL,650
04-08-04,2,INDORE,745
04-08-04,2,MUMBAI,963
04-08-04,2,NAGPUR,775
04-08-04,2,JAIPUR,775
04-08-04,2,JODHPUR,775
04-08-04,3,GUWAHATI,NA
04-08-04,3,PATNA,600
04-08-04,3,SHILLONG,NA
04-08-04,3,AIZAWL,NA
04-08-04,3,BHUBANESHWAR,870
04-08-04,3,CUTTACK,790
04-08-04,3,KOLKATA,NA
04-08-04,3,AGARTALA,NA
04-08-04,4,HYDERABAD,800
04-08-04,4,VIJAYAWADA,1050
04-08-04,4,BANGALORE,1120
04-08-04,4,THIRUVANANTHAPURAM,1100
04-08-04,4,ERNAKULAM,1100
04-08-04,4,CHENNAI,990
04-08-04,4,MADURAI,1020
04-08-04,4,PONDICHERRY,1150
11-08-04,1,HISAR,725
11-08-04,1,KARNAL,730
11-08-04,1,SHIMLA,NA
11-08-04,1,MANDI,NA
11-08-04,1,SRINAGAR,NA
11-08-04,1,JAMMU,NA
11-08-04,1,AMRITSAR,750
11-08-04,1,LUDHIANA,700
11-08-04,1,LUCKNOW,640
11-08-04,1,KANPUR,700
11-08-04,1,CHANDIGARH,700
11-08-04,1,DELHI,765
11-08-04,2,AHMEDABAD,900
11-08-04,2,RAJKOT,1000
11-08-04,2,PANAJI,900
11-08-04,2,BHOPAL,700
11-08-04,2,INDORE,760
11-08-04,2,MUMBAI,963
11-08-04,2,NAGPUR,750
11-08-04,2,JAIPUR,775
11-08-04,2,JODHPUR,775
11-08-04,3,GUWAHATI,NA
11-08-04,3,PATNA,600
11-08-04,3,SHILLONG,NA
11-08-04,3,AIZAWL,NA
11-08-04,3,BHUBANESHWAR,870
11-08-04,3,CUTTACK,790
11-08-04,3,KOLKATA,NA
11-08-04,3,AGARTALA,NA
11-08-04,4,HYDERABAD,800
11-08-04,4,VIJAYAWADA,1050
11-08-04,4,BANGALORE,1120
11-08-04,4,THIRUVANANTHAPURAM,1100
11-08-04,4,ERNAKULAM,1100
11-08-04,4,CHENNAI,990
11-08-04,4,MADURAI,1020
11-08-04,4,PONDICHERRY,1150
18-08-04,1,HISAR,725
18-08-04,1,KARNAL,730
18-08-04,1,SHIMLA,NA
18-08-04,1,MANDI,NA
18-08-04,1,SRINAGAR,NA
18-08-04,1,JAMMU,NA
18-08-04,1,AMRITSAR,750
18-08-04,1,LUDHIANA,770
18-08-04,1,LUCKNOW,640
18-08-04,1,KANPUR,700
18-08-04,1,CHANDIGARH,700
18-08-04,1,DELHI,760
18-08-04,2,AHMEDABAD,900
18-08-04,2,RAJKOT,1000
18-08-04,2,PANAJI,980
18-08-04,2,BHOPAL,725
18-08-04,2,INDORE,760
18-08-04,2,MUMBAI,963
18-08-04,2,NAGPUR,750
18-08-04,2,JAIPUR,725
18-08-04,2,JODHPUR,730
18-08-04,3,GUWAHATI,NA
18-08-04,3,PATNA,600
18-08-04,3,SHILLONG,NA
18-08-04,3,AIZAWL,NA
18-08-04,3,BHUBANESHWAR,870
18-08-04,3,CUTTACK,790
18-08-04,3,KOLKATA,NA
18-08-04,3,AGARTALA,NA
18-08-04,4,HYDERABAD,980
18-08-04,4,VIJAYAWADA,1050
18-08-04,4,BANGALORE,1120
18-08-04,4,THIRUVANANTHAPURAM,1100
18-08-04,4,ERNAKULAM,1100
18-08-04,4,CHENNAI,990
18-08-04,4,MADURAI,1020
18-08-04,4,PONDICHERRY,1150
25-08-04,1,HISAR,730
25-08-04,1,KARNAL,735
25-08-04,1,SHIMLA,NA
25-08-04,1,MANDI,NA
25-08-04,1,SRINAGAR,NA
25-08-04,1,JAMMU,NA
25-08-04,1,AMRITSAR,705
25-08-04,1,LUDHIANA,770
25-08-04,1,LUCKNOW,675
25-08-04,1,KANPUR,710
25-08-04,1,CHANDIGARH,705
25-08-04,1,DELHI,767
25-08-04,2,AHMEDABAD,900
25-08-04,2,RAJKOT,825
25-08-04,2,PANAJI,1050
25-08-04,2,BHOPAL,725
25-08-04,2,INDORE,770
25-08-04,2,MUMBAI,913
25-08-04,2,NAGPUR,888
25-08-04,2,JAIPUR,800
25-08-04,2,JODHPUR,800
25-08-04,3,GUWAHATI,NA
25-08-04,3,PATNA,600
25-08-04,3,SHILLONG,NA
25-08-04,3,AIZAWL,NA
25-08-04,3,BHUBANESHWAR,870
25-08-04,3,CUTTACK,790
25-08-04,3,KOLKATA,NA
25-08-04,3,AGARTALA,NA
25-08-04,4,HYDERABAD,800
25-08-04,4,VIJAYAWADA,1100
25-08-04,4,BANGALORE,1120
25-08-04,4,THIRUVANANTHAPURAM,1120
25-08-04,4,ERNAKULAM,1100
25-08-04,4,CHENNAI,990
25-08-04,4,MADURAI,1020
25-08-04,4,PONDICHERRY,1150
01-09-04,1,HISAR,730
01-09-04,1,KARNAL,735
01-09-04,1,SHIMLA,NA
01-09-04,1,MANDI,NA
01-09-04,1,SRINAGAR,NA
01-09-04,1,JAMMU,NA
01-09-04,1,AMRITSAR,715
01-09-04,1,LUDHIANA,770
01-09-04,1,LUCKNOW,680
01-09-04,1,KANPUR,720
01-09-04,1,CHANDIGARH,715
01-09-04,1,DELHI,755
01-09-04,2,AHMEDABAD,900
01-09-04,2,RAJKOT,825
01-09-04,2,PANAJI,1050
01-09-04,2,BHOPAL,725
01-09-04,2,INDORE,770
01-09-04,2,MUMBAI,913
01-09-04,2,NAGPUR,888
01-09-04,2,JAIPUR,725
01-09-04,2,JODHPUR,795
01-09-04,3,GUWAHATI,NA
01-09-04,3,PATNA,600
01-09-04,3,SHILLONG,NA
01-09-04,3,AIZAWL,NA
01-09-04,3,BHUBANESHWAR,870
01-09-04,3,CUTTACK,790
01-09-04,3,KOLKATA,NA
01-09-04,3,AGARTALA,NA
01-09-04,4,HYDERABAD,800
01-09-04,4,VIJAYAWADA,1100
01-09-04,4,BANGALORE,1120
01-09-04,4,THIRUVANANTHAPURAM,1120
01-09-04,4,ERNAKULAM,1100
01-09-04,4,CHENNAI,990
01-09-04,4,MADURAI,1020
01-09-04,4,PONDICHERRY,1150
08-09-04,1,HISAR,730
08-09-04,1,KARNAL,735
08-09-04,1,SHIMLA,NA
08-09-04,1,MANDI,NA
08-09-04,1,SRINAGAR,NA
08-09-04,1,JAMMU,NA
08-09-04,1,AMRITSAR,715
08-09-04,1,LUDHIANA,770
08-09-04,1,LUCKNOW,700
08-09-04,1,KANPUR,730
08-09-04,1,CHANDIGARH,715
08-09-04,1,DELHI,755
08-09-04,2,AHMEDABAD,900
08-09-04,2,RAJKOT,825
08-09-04,2,PANAJI,1060
08-09-04,2,BHOPAL,725
08-09-04,2,INDORE,770
08-09-04,2,MUMBAI,988
08-09-04,2,NAGPUR,875
08-09-04,2,JAIPUR,725
08-09-04,2,JODHPUR,795
08-09-04,3,GUWAHATI,NA
08-09-04,3,PATNA,600
08-09-04,3,SHILLONG,NA
08-09-04,3,AIZAWL,NA
08-09-04,3,BHUBANESHWAR,870
08-09-04,3,CUTTACK,790
08-09-04,3,KOLKATA,NA
08-09-04,3,AGARTALA,NA
08-09-04,4,HYDERABAD,800
08-09-04,4,VIJAYAWADA,1100
08-09-04,4,BANGALORE,1120
08-09-04,4,THIRUVANANTHAPURAM,1120
08-09-04,4,ERNAKULAM,1100
08-09-04,4,CHENNAI,1000
08-09-04,4,MADURAI,1020
08-09-04,4,PONDICHERRY,1150
15-09-04,1,HISAR,722
15-09-04,1,KARNAL,735
15-09-04,1,SHIMLA,NA
15-09-04,1,MANDI,NA
15-09-04,1,SRINAGAR,NA
15-09-04,1,JAMMU,NA
15-09-04,1,AMRITSAR,690
15-09-04,1,LUDHIANA,770
15-09-04,1,LUCKNOW,700
15-09-04,1,KANPUR,730
15-09-04,1,CHANDIGARH,715
15-09-04,1,DELHI,755
15-09-04,2,AHMEDABAD,900
15-09-04,2,RAJKOT,825
15-09-04,2,PANAJI,1060
15-09-04,2,BHOPAL,700
15-09-04,2,INDORE,770
15-09-04,2,MUMBAI,988
15-09-04,2,NAGPUR,863
15-09-04,2,JAIPUR,800
15-09-04,2,JODHPUR,800
15-09-04,3,GUWAHATI,NA
15-09-04,3,PATNA,600
15-09-04,3,SHILLONG,NA
15-09-04,3,AIZAWL,NA
15-09-04,3,BHUBANESHWAR,870
15-09-04,3,CUTTACK,790
15-09-04,3,KOLKATA,NA
15-09-04,3,AGARTALA,NA
15-09-04,4,HYDERABAD,800
15-09-04,4,VIJAYAWADA,1100
15-09-04,4,BANGALORE,1120
15-09-04,4,THIRUVANANTHAPURAM,1120
15-09-04,4,ERNAKULAM,1100
15-09-04,4,CHENNAI,1000
15-09-04,4,MADURAI,1020
15-09-04,4,PONDICHERRY,1150
22-09-04,1,HISAR,725
22-09-04,1,KARNAL,735
22-09-04,1,SHIMLA,NA
22-09-04,1,MANDI,NA
22-09-04,1,SRINAGAR,NA
22-09-04,1,JAMMU,NA
22-09-04,1,AMRITSAR,697
22-09-04,1,LUDHIANA,770
22-09-04,1,LUCKNOW,700
22-09-04,1,KANPUR,730
22-09-04,1,CHANDIGARH,725
22-09-04,1,DELHI,750
22-09-04,2,AHMEDABAD,900
22-09-04,2,RAJKOT,800
22-09-04,2,PANAJI,1060
22-09-04,2,BHOPAL,700
22-09-04,2,INDORE,735
22-09-04,2,MUMBAI,958
22-09-04,2,NAGPUR,875
22-09-04,2,JAIPUR,850
22-09-04,2,JODHPUR,825
22-09-04,3,GUWAHATI,NA
22-09-04,3,PATNA,600
22-09-04,3,SHILLONG,NA
22-09-04,3,AIZAWL,NA
22-09-04,3,BHUBANESHWAR,900
22-09-04,3,CUTTACK,860
22-09-04,3,KOLKATA,NA
22-09-04,3,AGARTALA,NA
22-09-04,4,HYDERABAD,800
22-09-04,4,VIJAYAWADA,1100
22-09-04,4,BANGALORE,1080
22-09-04,4,THIRUVANANTHAPURAM,1120
22-09-04,4,ERNAKULAM,1100
22-09-04,4,CHENNAI,1000
22-09-04,4,MADURAI,1020
22-09-04,4,PONDICHERRY,1150
29-09-04,1,HISAR,725
29-09-04,1,KARNAL,735
29-09-04,1,SHIMLA,NA
29-09-04,1,MANDI,NA
29-09-04,1,SRINAGAR,NA
29-09-04,1,JAMMU,NA
29-09-04,1,AMRITSAR,700
29-09-04,1,LUDHIANA,770
29-09-04,1,LUCKNOW,700
29-09-04,1,KANPUR,730
29-09-04,1,CHANDIGARH,725
29-09-04,1,DELHI,735
29-09-04,2,AHMEDABAD,900
29-09-04,2,RAJKOT,850
29-09-04,2,PANAJI,1060
29-09-04,2,BHOPAL,700
29-09-04,2,INDORE,745
29-09-04,2,MUMBAI,958
29-09-04,2,NAGPUR,850
29-09-04,2,JAIPUR,850
29-09-04,2,JODHPUR,825
29-09-04,3,GUWAHATI,NA
29-09-04,3,PATNA,600
29-09-04,3,SHILLONG,NA
29-09-04,3,AIZAWL,NA
29-09-04,3,BHUBANESHWAR,900
29-09-04,3,CUTTACK,860
29-09-04,3,KOLKATA,NA
29-09-04,3,AGARTALA,NA
29-09-04,4,HYDERABAD,800
29-09-04,4,VIJAYAWADA,1100
29-09-04,4,BANGALORE,1080
29-09-04,4,THIRUVANANTHAPURAM,1100
29-09-04,4,ERNAKULAM,1200
29-09-04,4,CHENNAI,1000
29-09-04,4,MADURAI,1020
29-09-04,4,PONDICHERRY,1150
06-10-04,1,HISAR,725
06-10-04,1,KARNAL,735
06-10-04,1,SHIMLA,NA
06-10-04,1,MANDI,NA
06-10-04,1,SRINAGAR,NA
06-10-04,1,JAMMU,NA
06-10-04,1,AMRITSAR,705
06-10-04,1,LUDHIANA,790
06-10-04,1,LUCKNOW,700
06-10-04,1,KANPUR,730
06-10-04,1,CHANDIGARH,725
06-10-04,1,DELHI,735
06-10-04,2,AHMEDABAD,900
06-10-04,2,RAJKOT,850
06-10-04,2,PANAJI,1050
06-10-04,2,BHOPAL,725
06-10-04,2,INDORE,770
06-10-04,2,MUMBAI,958
06-10-04,2,NAGPUR,850
06-10-04,2,JAIPUR,850
06-10-04,2,JODHPUR,825
06-10-04,3,GUWAHATI,NA
06-10-04,3,PATNA,600
06-10-04,3,SHILLONG,NA
06-10-04,3,AIZAWL,NA
06-10-04,3,BHUBANESHWAR,900
06-10-04,3,CUTTACK,850
06-10-04,3,KOLKATA,NA
06-10-04,3,AGARTALA,NA
06-10-04,4,HYDERABAD,800
06-10-04,4,VIJAYAWADA,1100
06-10-04,4,BANGALORE,1120
06-10-04,4,THIRUVANANTHAPURAM,1100
06-10-04,4,ERNAKULAM,1100
06-10-04,4,CHENNAI,1020
06-10-04,4,MADURAI,1020
06-10-04,4,PONDICHERRY,1150
13-10-04,1,HISAR,720
13-10-04,1,KARNAL,740
13-10-04,1,SHIMLA,NA
13-10-04,1,MANDI,NA
13-10-04,1,SRINAGAR,NA
13-10-04,1,JAMMU,NA
13-10-04,1,AMRITSAR,725
13-10-04,1,LUDHIANA,740
13-10-04,1,LUCKNOW,710
13-10-04,1,KANPUR,730
13-10-04,1,CHANDIGARH,720
13-10-04,1,DELHI,750
13-10-04,2,AHMEDABAD,900
13-10-04,2,RAJKOT,820
13-10-04,2,PANAJI,1050
13-10-04,2,BHOPAL,725
13-10-04,2,INDORE,770
13-10-04,2,MUMBAI,858
13-10-04,2,NAGPUR,875
13-10-04,2,JAIPUR,850
13-10-04,2,JODHPUR,800
13-10-04,3,GUWAHATI,NA
13-10-04,3,PATNA,600
13-10-04,3,SHILLONG,NA
13-10-04,3,AIZAWL,NA
13-10-04,3,BHUBANESHWAR,900
13-10-04,3,CUTTACK,830
13-10-04,3,KOLKATA,NA
13-10-04,3,AGARTALA,NA
13-10-04,4,HYDERABAD,800
13-10-04,4,VIJAYAWADA,1000
13-10-04,4,BANGALORE,1120
13-10-04,4,THIRUVANANTHAPURAM,1100
13-10-04,4,ERNAKULAM,1100
13-10-04,4,CHENNAI,1020
13-10-04,4,MADURAI,1020
13-10-04,4,PONDICHERRY,1150
20-10-04,1,HISAR,710
20-10-04,1,KARNAL,750
20-10-04,1,SHIMLA,NA
20-10-04,1,MANDI,NA
20-10-04,1,SRINAGAR,NA
20-10-04,1,JAMMU,NA
20-10-04,1,AMRITSAR,725
20-10-04,1,LUDHIANA,780
20-10-04,1,LUCKNOW,710
20-10-04,1,KANPUR,730
20-10-04,1,CHANDIGARH,720
20-10-04,1,DELHI,755
20-10-04,2,AHMEDABAD,900
20-10-04,2,RAJKOT,820
20-10-04,2,PANAJI,1050
20-10-04,2,BHOPAL,725
20-10-04,2,INDORE,770
20-10-04,2,MUMBAI,858
20-10-04,2,NAGPUR,875
20-10-04,2,JAIPUR,850
20-10-04,2,JODHPUR,800
20-10-04,3,GUWAHATI,NA
20-10-04,3,PATNA,600
20-10-04,3,SHILLONG,NA
20-10-04,3,AIZAWL,NA
20-10-04,3,BHUBANESHWAR,900
20-10-04,3,CUTTACK,830
20-10-04,3,KOLKATA,NA
20-10-04,3,AGARTALA,NA
20-10-04,4,HYDERABAD,800
20-10-04,4,VIJAYAWADA,1050
20-10-04,4,BANGALORE,1120
20-10-04,4,THIRUVANANTHAPURAM,1120
20-10-04,4,ERNAKULAM,1100
20-10-04,4,CHENNAI,1020
20-10-04,4,MADURAI,1020
20-10-04,4,PONDICHERRY,1150
27-10-04,1,HISAR,720
27-10-04,1,KARNAL,750
27-10-04,1,SHIMLA,NA
27-10-04,1,MANDI,NA
27-10-04,1,SRINAGAR,NA
27-10-04,1,JAMMU,NA
27-10-04,1,AMRITSAR,750
27-10-04,1,LUDHIANA,780
27-10-04,1,LUCKNOW,710
27-10-04,1,KANPUR,730
27-10-04,1,CHANDIGARH,720
27-10-04,1,DELHI,755
27-10-04,2,AHMEDABAD,900
27-10-04,2,RAJKOT,850
27-10-04,2,PANAJI,1050
27-10-04,2,BHOPAL,725
27-10-04,2,INDORE,770
27-10-04,2,MUMBAI,958
27-10-04,2,NAGPUR,850
27-10-04,2,JAIPUR,850
27-10-04,2,JODHPUR,800
27-10-04,3,GUWAHATI,NA
27-10-04,3,PATNA,600
27-10-04,3,SHILLONG,NA
27-10-04,3,AIZAWL,NA
27-10-04,3,BHUBANESHWAR,900
27-10-04,3,CUTTACK,830
27-10-04,3,KOLKATA,NA
27-10-04,3,AGARTALA,NA
27-10-04,4,HYDERABAD,800
27-10-04,4,VIJAYAWADA,1050
27-10-04,4,BANGALORE,1120
27-10-04,4,THIRUVANANTHAPURAM,1120
27-10-04,4,ERNAKULAM,1100
27-10-04,4,CHENNAI,1020
27-10-04,4,MADURAI,1020
27-10-04,4,PONDICHERRY,1150
03-11-04,1,HISAR,740
03-11-04,1,KARNAL,750
03-11-04,1,SHIMLA,NA
03-11-04,1,MANDI,NA
03-11-04,1,SRINAGAR,NA
03-11-04,1,JAMMU,NA
03-11-04,1,AMRITSAR,750
03-11-04,1,LUDHIANA,780
03-11-04,1,LUCKNOW,700
03-11-04,1,KANPUR,700
03-11-04,1,CHANDIGARH,720
03-11-04,1,DELHI,760
03-11-04,2,AHMEDABAD,900
03-11-04,2,RAJKOT,800
03-11-04,2,PANAJI,1050
03-11-04,2,BHOPAL,725
03-11-04,2,INDORE,770
03-11-04,2,MUMBAI,958
03-11-04,2,NAGPUR,850
03-11-04,2,JAIPUR,850
03-11-04,2,JODHPUR,800
03-11-04,3,GUWAHATI,NA
03-11-04,3,PATNA,600
03-11-04,3,SHILLONG,NA
03-11-04,3,AIZAWL,NA
03-11-04,3,BHUBANESHWAR,850
03-11-04,3,CUTTACK,830
03-11-04,3,KOLKATA,NA
03-11-04,3,AGARTALA,NA
03-11-04,4,HYDERABAD,850
03-11-04,4,VIJAYAWADA,1100
03-11-04,4,BANGALORE,1120
03-11-04,4,THIRUVANANTHAPURAM,1120
03-11-04,4,ERNAKULAM,1100
03-11-04,4,CHENNAI,1020
03-11-04,4,MADURAI,1020
03-11-04,4,PONDICHERRY,1150
10-11-04,1,HISAR,740
10-11-04,1,KARNAL,755
10-11-04,1,SHIMLA,NA
10-11-04,1,MANDI,NA
10-11-04,1,SRINAGAR,NA
10-11-04,1,JAMMU,NA
10-11-04,1,AMRITSAR,755
10-11-04,1,LUDHIANA,780
10-11-04,1,LUCKNOW,710
10-11-04,1,KANPUR,700
10-11-04,1,CHANDIGARH,720
10-11-04,1,DELHI,760
10-11-04,2,AHMEDABAD,900
10-11-04,2,RAJKOT,800
10-11-04,2,PANAJI,1050
10-11-04,2,BHOPAL,725
10-11-04,2,INDORE,770
10-11-04,2,MUMBAI,968
10-11-04,2,NAGPUR,1000
10-11-04,2,JAIPUR,850
10-11-04,2,JODHPUR,800
10-11-04,3,GUWAHATI,NA
10-11-04,3,PATNA,600
10-11-04,3,SHILLONG,NA
10-11-04,3,AIZAWL,NA
10-11-04,3,BHUBANESHWAR,850
10-11-04,3,CUTTACK,830
10-11-04,3,KOLKATA,NA
10-11-04,3,AGARTALA,NA
10-11-04,4,HYDERABAD,850
10-11-04,4,VIJAYAWADA,1100
10-11-04,4,BANGALORE,1120
10-11-04,4,THIRUVANANTHAPURAM,1120
10-11-04,4,ERNAKULAM,1100
10-11-04,4,CHENNAI,1020
10-11-04,4,MADURAI,1020
10-11-04,4,PONDICHERRY,1150
17-11-04,1,HISAR,740
17-11-04,1,KARNAL,765
17-11-04,1,SHIMLA,NA
17-11-04,1,MANDI,NA
17-11-04,1,SRINAGAR,NA
17-11-04,1,JAMMU,NA
17-11-04,1,AMRITSAR,760
17-11-04,1,LUDHIANA,780
17-11-04,1,LUCKNOW,710
17-11-04,1,KANPUR,700
17-11-04,1,CHANDIGARH,755
17-11-04,1,DELHI,765
17-11-04,2,AHMEDABAD,900
17-11-04,2,RAJKOT,750
17-11-04,2,PANAJI,1050
17-11-04,2,BHOPAL,715
17-11-04,2,INDORE,780
17-11-04,2,MUMBAI,968
17-11-04,2,NAGPUR,913
17-11-04,2,JAIPUR,850
17-11-04,2,JODHPUR,800
17-11-04,3,GUWAHATI,NA
17-11-04,3,PATNA,600
17-11-04,3,SHILLONG,NA
17-11-04,3,AIZAWL,NA
17-11-04,3,BHUBANESHWAR,850
17-11-04,3,CUTTACK,830
17-11-04,3,KOLKATA,NA
17-11-04,3,AGARTALA,NA
17-11-04,4,HYDERABAD,850
17-11-04,4,VIJAYAWADA,1050
17-11-04,4,BANGALORE,1100
17-11-04,4,THIRUVANANTHAPURAM,1120
17-11-04,4,ERNAKULAM,1100
17-11-04,4,CHENNAI,1020
17-11-04,4,MADURAI,1020
17-11-04,4,PONDICHERRY,1150
24-11-04,1,HISAR,740
24-11-04,1,KARNAL,770
24-11-04,1,SHIMLA,NA
24-11-04,1,MANDI,NA
24-11-04,1,SRINAGAR,NA
24-11-04,1,JAMMU,NA
24-11-04,1,AMRITSAR,755
24-11-04,1,LUDHIANA,780
24-11-04,1,LUCKNOW,710
24-11-04,1,KANPUR,700
24-11-04,1,CHANDIGARH,755
24-11-04,1,DELHI,775
24-11-04,2,AHMEDABAD,900
24-11-04,2,RAJKOT,800
24-11-04,2,PANAJI,1050
24-11-04,2,BHOPAL,715
24-11-04,2,INDORE,780
24-11-04,2,MUMBAI,968
24-11-04,2,NAGPUR,913
24-11-04,2,JAIPUR,850
24-11-04,2,JODHPUR,800
24-11-04,3,GUWAHATI,NA
24-11-04,3,PATNA,600
24-11-04,3,SHILLONG,NA
24-11-04,3,AIZAWL,NA
24-11-04,3,BHUBANESHWAR,850
24-11-04,3,CUTTACK,830
24-11-04,3,KOLKATA,NA
24-11-04,3,AGARTALA,NA
24-11-04,4,HYDERABAD,850
24-11-04,4,VIJAYAWADA,1100
24-11-04,4,BANGALORE,1100
24-11-04,4,THIRUVANANTHAPURAM,1120
24-11-04,4,ERNAKULAM,1100
24-11-04,4,CHENNAI,1020
24-11-04,4,MADURAI,1020
24-11-04,4,PONDICHERRY,1150
01-12-04,1,HISAR,730
01-12-04,1,KARNAL,770
01-12-04,1,SHIMLA,NA
01-12-04,1,MANDI,NA
01-12-04,1,SRINAGAR,NA
01-12-04,1,JAMMU,NA
01-12-04,1,AMRITSAR,755
01-12-04,1,LUDHIANA,780
01-12-04,1,LUCKNOW,710
01-12-04,1,KANPUR,700
01-12-04,1,CHANDIGARH,755
01-12-04,1,DELHI,775
01-12-04,2,AHMEDABAD,900
01-12-04,2,RAJKOT,800
01-12-04,2,PANAJI,1050
01-12-04,2,BHOPAL,715
01-12-04,2,INDORE,780
01-12-04,2,MUMBAI,968
01-12-04,2,NAGPUR,875
01-12-04,2,JAIPUR,850
01-12-04,2,JODHPUR,800
01-12-04,3,GUWAHATI,NA
01-12-04,3,PATNA,600
01-12-04,3,SHILLONG,NA
01-12-04,3,AIZAWL,NA
01-12-04,3,BHUBANESHWAR,850
01-12-04,3,CUTTACK,830
01-12-04,3,KOLKATA,NA
01-12-04,3,AGARTALA,NA
01-12-04,4,HYDERABAD,850
01-12-04,4,VIJAYAWADA,1000
01-12-04,4,BANGALORE,1100
01-12-04,4,THIRUVANANTHAPURAM,1120
01-12-04,4,ERNAKULAM,1100
01-12-04,4,CHENNAI,1020
01-12-04,4,MADURAI,1020
01-12-04,4,PONDICHERRY,1150
08-12-04,1,HISAR,730
08-12-04,1,KARNAL,770
08-12-04,1,SHIMLA,NA
08-12-04,1,MANDI,NA
08-12-04,1,SRINAGAR,NA
08-12-04,1,JAMMU,NA
08-12-04,1,AMRITSAR,755
08-12-04,1,LUDHIANA,780
08-12-04,1,LUCKNOW,710
08-12-04,1,KANPUR,700
08-12-04,1,CHANDIGARH,755
08-12-04,1,DELHI,780
08-12-04,2,AHMEDABAD,900
08-12-04,2,RAJKOT,800
08-12-04,2,PANAJI,1050
08-12-04,2,BHOPAL,755
08-12-04,2,INDORE,780
