Date,zone,centre,Price
19-07-95,2,INDORE,410
19-07-95,2,MUMBAI,611
19-07-95,2,NAGPUR,370
19-07-95,2,JAIPUR,360
19-07-95,2,JODHPUR,370
19-07-95,3,GUWAHATI,NA
19-07-95,3,PATNA,NA
19-07-95,3,SHILLONG,NA
19-07-95,3,AIZAWL,NA
19-07-95,3,BHUBANESHWAR,NA
19-07-95,3,CUTTACK,NA
19-07-95,3,KOLKATA,NA
19-07-95,3,AGARTALA,NA
19-07-95,4,HYDERABAD,NA
19-07-95,4,VIJAYAWADA,700
19-07-95,4,BANGALORE,640
19-07-95,4,THIRUVANANTHAPURAM,NA
19-07-95,4,ERNAKULAM,NA
19-07-95,4,CHENNAI,652
19-07-95,4,MADURAI,647
19-07-95,4,PONDICHERRY,NA
26-07-95,1,HISAR,361
26-07-95,1,KARNAL,370
26-07-95,1,SHIMLA,NA
26-07-95,1,MANDI,NA
26-07-95,1,SRINAGAR,NA
26-07-95,1,JAMMU,NA
26-07-95,1,AMRITSAR,360
26-07-95,1,LUDHIANA,366
26-07-95,1,LUCKNOW,NA
26-07-95,1,KANPUR,NA
26-07-95,1,CHANDIGARH,390
26-07-95,1,DELHI,405
26-07-95,2,AHMEDABAD,530
26-07-95,2,RAJKOT,500
26-07-95,2,PANAJI,NA
26-07-95,2,BHOPAL,420
26-07-95,2,INDORE,420
26-07-95,2,MUMBAI,611
26-07-95,2,NAGPUR,480
26-07-95,2,JAIPUR,370
26-07-95,2,JODHPUR,380
26-07-95,3,GUWAHATI,NA
26-07-95,3,PATNA,450
26-07-95,3,SHILLONG,NA
26-07-95,3,AIZAWL,NA
26-07-95,3,BHUBANESHWAR,NA
26-07-95,3,CUTTACK,NA
26-07-95,3,KOLKATA,NA
26-07-95,3,AGARTALA,NA
26-07-95,4,HYDERABAD,NA
26-07-95,4,VIJAYAWADA,700
26-07-95,4,BANGALORE,620
26-07-95,4,THIRUVANANTHAPURAM,NA
26-07-95,4,ERNAKULAM,NA
26-07-95,4,CHENNAI,652
26-07-95,4,MADURAI,647
26-07-95,4,PONDICHERRY,750
02-08-95,1,HISAR,361
02-08-95,1,KARNAL,370
02-08-95,1,SHIMLA,NA
02-08-95,1,MANDI,NA
02-08-95,1,SRINAGAR,NA
02-08-95,1,JAMMU,NA
02-08-95,1,AMRITSAR,360
02-08-95,1,LUDHIANA,366
02-08-95,1,LUCKNOW,NA
02-08-95,1,KANPUR,NA
02-08-95,1,CHANDIGARH,390
02-08-95,1,DELHI,413
02-08-95,2,AHMEDABAD,575
02-08-95,2,RAJKOT,500
02-08-95,2,PANAJI,620
02-08-95,2,BHOPAL,380
02-08-95,2,INDORE,NA
02-08-95,2,MUMBAI,611
02-08-95,2,NAGPUR,NA
02-08-95,2,JAIPUR,385
02-08-95,2,JODHPUR,415
02-08-95,3,GUWAHATI,NA
02-08-95,3,PATNA,440
02-08-95,3,SHILLONG,NA
02-08-95,3,AIZAWL,NA
02-08-95,3,BHUBANESHWAR,NA
02-08-95,3,CUTTACK,NA
02-08-95,3,KOLKATA,NA
02-08-95,3,AGARTALA,NA
02-08-95,4,HYDERABAD,NA
02-08-95,4,VIJAYAWADA,700
02-08-95,4,BANGALORE,640
02-08-95,4,THIRUVANANTHAPURAM,NA
02-08-95,4,ERNAKULAM,NA
02-08-95,4,CHENNAI,641
02-08-95,4,MADURAI,647
02-08-95,4,PONDICHERRY,750
09-08-95,1,HISAR,380
09-08-95,1,KARNAL,370
09-08-95,1,SHIMLA,NA
09-08-95,1,MANDI,NA
09-08-95,1,SRINAGAR,NA
09-08-95,1,JAMMU,NA
09-08-95,1,AMRITSAR,360
09-08-95,1,LUDHIANA,360
09-08-95,1,LUCKNOW,NA
09-08-95,1,KANPUR,NA
09-08-95,1,CHANDIGARH,417
09-08-95,1,DELHI,415
09-08-95,2,AHMEDABAD,545
09-08-95,2,RAJKOT,500
09-08-95,2,PANAJI,620
09-08-95,2,BHOPAL,430
09-08-95,2,INDORE,440
09-08-95,2,MUMBAI,611
09-08-95,2,NAGPUR,480
09-08-95,2,JAIPUR,400
09-08-95,2,JODHPUR,415
09-08-95,3,GUWAHATI,NA
09-08-95,3,PATNA,NA
09-08-95,3,SHILLONG,NA
09-08-95,3,AIZAWL,NA
09-08-95,3,BHUBANESHWAR,NA
09-08-95,3,CUTTACK,NA
09-08-95,3,KOLKATA,NA
09-08-95,3,AGARTALA,NA
09-08-95,4,HYDERABAD,NA
09-08-95,4,VIJAYAWADA,700
09-08-95,4,BANGALORE,620
09-08-95,4,THIRUVANANTHAPURAM,NA
09-08-95,4,ERNAKULAM,NA
09-08-95,4,CHENNAI,NA
09-08-95,4,MADURAI,NA
09-08-95,4,PONDICHERRY,750
16-08-95,1,HISAR,380
16-08-95,1,KARNAL,380
16-08-95,1,SHIMLA,NA
16-08-95,1,MANDI,NA
16-08-95,1,SRINAGAR,NA
16-08-95,1,JAMMU,NA
16-08-95,1,AMRITSAR,360
16-08-95,1,LUDHIANA,360
16-08-95,1,LUCKNOW,NA
16-08-95,1,KANPUR,NA
16-08-95,1,CHANDIGARH,417
16-08-95,1,DELHI,430
16-08-95,2,AHMEDABAD,550
16-08-95,2,RAJKOT,500
16-08-95,2,PANAJI,NA
16-08-95,2,BHOPAL,420
16-08-95,2,INDORE,450
16-08-95,2,MUMBAI,611
16-08-95,2,NAGPUR,500
16-08-95,2,JAIPUR,400
16-08-95,2,JODHPUR,415
16-08-95,3,GUWAHATI,NA
16-08-95,3,PATNA,440
16-08-95,3,SHILLONG,575
16-08-95,3,AIZAWL,NA
16-08-95,3,BHUBANESHWAR,NA
16-08-95,3,CUTTACK,NA
16-08-95,3,KOLKATA,NA
16-08-95,3,AGARTALA,660
16-08-95,4,HYDERABAD,NA
16-08-95,4,VIJAYAWADA,700
16-08-95,4,BANGALORE,640
16-08-95,4,THIRUVANANTHAPURAM,NA
16-08-95,4,ERNAKULAM,NA
16-08-95,4,CHENNAI,652
16-08-95,4,MADURAI,647
16-08-95,4,PONDICHERRY,750
23-08-95,1,HISAR,400
23-08-95,1,KARNAL,380
23-08-95,1,SHIMLA,NA
23-08-95,1,MANDI,NA
23-08-95,1,SRINAGAR,NA
23-08-95,1,JAMMU,NA
23-08-95,1,AMRITSAR,350
23-08-95,1,LUDHIANA,350
23-08-95,1,LUCKNOW,NA
23-08-95,1,KANPUR,NA
23-08-95,1,CHANDIGARH,NA
23-08-95,1,DELHI,430
23-08-95,2,AHMEDABAD,550
23-08-95,2,RAJKOT,500
23-08-95,2,PANAJI,620
23-08-95,2,BHOPAL,430
23-08-95,2,INDORE,445
23-08-95,2,MUMBAI,611
23-08-95,2,NAGPUR,500
23-08-95,2,JAIPUR,400
23-08-95,2,JODHPUR,415
23-08-95,3,GUWAHATI,NA
23-08-95,3,PATNA,NA
23-08-95,3,SHILLONG,NA
23-08-95,3,AIZAWL,NA
23-08-95,3,BHUBANESHWAR,NA
23-08-95,3,CUTTACK,NA
23-08-95,3,KOLKATA,NA
23-08-95,3,AGARTALA,NA
23-08-95,4,HYDERABAD,NA
23-08-95,4,VIJAYAWADA,750
23-08-95,4,BANGALORE,640
23-08-95,4,THIRUVANANTHAPURAM,NA
23-08-95,4,ERNAKULAM,NA
23-08-95,4,CHENNAI,652
23-08-95,4,MADURAI,647
23-08-95,4,PONDICHERRY,750
30-08-95,1,HISAR,380
30-08-95,1,KARNAL,400
30-08-95,1,SHIMLA,NA
30-08-95,1,MANDI,NA
30-08-95,1,SRINAGAR,NA
30-08-95,1,JAMMU,NA
30-08-95,1,AMRITSAR,360
30-08-95,1,LUDHIANA,360
30-08-95,1,LUCKNOW,NA
30-08-95,1,KANPUR,NA
30-08-95,1,CHANDIGARH,NA
30-08-95,1,DELHI,420
30-08-95,2,AHMEDABAD,565
30-08-95,2,RAJKOT,500
30-08-95,2,PANAJI,NA
30-08-95,2,BHOPAL,430
30-08-95,2,INDORE,460
30-08-95,2,MUMBAI,611
30-08-95,2,NAGPUR,500
30-08-95,2,JAIPUR,400
30-08-95,2,JODHPUR,415
30-08-95,3,GUWAHATI,NA
30-08-95,3,PATNA,NA
30-08-95,3,SHILLONG,NA
30-08-95,3,AIZAWL,NA
30-08-95,3,BHUBANESHWAR,NA
30-08-95,3,CUTTACK,NA
30-08-95,3,KOLKATA,NA
30-08-95,3,AGARTALA,NA
30-08-95,4,HYDERABAD,NA
30-08-95,4,VIJAYAWADA,700
30-08-95,4,BANGALORE,640
30-08-95,4,THIRUVANANTHAPURAM,NA
30-08-95,4,ERNAKULAM,NA
30-08-95,4,CHENNAI,652
30-08-95,4,MADURAI,647
30-08-95,4,PONDICHERRY,750
06-09-95,1,HISAR,380
06-09-95,1,KARNAL,380
06-09-95,1,SHIMLA,NA
06-09-95,1,MANDI,NA
06-09-95,1,SRINAGAR,NA
06-09-95,1,JAMMU,NA
06-09-95,1,AMRITSAR,360
06-09-95,1,LUDHIANA,360
06-09-95,1,LUCKNOW,420
06-09-95,1,KANPUR,420
06-09-95,1,CHANDIGARH,415
06-09-95,1,DELHI,418
06-09-95,2,AHMEDABAD,570
06-09-95,2,RAJKOT,500
06-09-95,2,PANAJI,640
06-09-95,2,BHOPAL,NA
06-09-95,2,INDORE,460
06-09-95,2,MUMBAI,611
06-09-95,2,NAGPUR,500
06-09-95,2,JAIPUR,400
06-09-95,2,JODHPUR,415
06-09-95,3,GUWAHATI,NA
06-09-95,3,PATNA,NA
06-09-95,3,SHILLONG,NA
06-09-95,3,AIZAWL,NA
06-09-95,3,BHUBANESHWAR,NA
06-09-95,3,CUTTACK,NA
06-09-95,3,KOLKATA,NA
06-09-95,3,AGARTALA,NA
06-09-95,4,HYDERABAD,NA
06-09-95,4,VIJAYAWADA,700
06-09-95,4,BANGALORE,NA
06-09-95,4,THIRUVANANTHAPURAM,NA
06-09-95,4,ERNAKULAM,NA
06-09-95,4,CHENNAI,641
06-09-95,4,MADURAI,641
06-09-95,4,PONDICHERRY,750
13-09-95,1,HISAR,375
13-09-95,1,KARNAL,400
13-09-95,1,SHIMLA,NA
13-09-95,1,MANDI,NA
13-09-95,1,SRINAGAR,NA
13-09-95,1,JAMMU,NA
13-09-95,1,AMRITSAR,360
13-09-95,1,LUDHIANA,360
13-09-95,1,LUCKNOW,420
13-09-95,1,KANPUR,420
13-09-95,1,CHANDIGARH,NA
13-09-95,1,DELHI,425
13-09-95,2,AHMEDABAD,570
13-09-95,2,RAJKOT,500
13-09-95,2,PANAJI,640
13-09-95,2,BHOPAL,430
13-09-95,2,INDORE,440
13-09-95,2,MUMBAI,611
13-09-95,2,NAGPUR,500
13-09-95,2,JAIPUR,400
13-09-95,2,JODHPUR,415
13-09-95,3,GUWAHATI,NA
13-09-95,3,PATNA,NA
13-09-95,3,SHILLONG,NA
13-09-95,3,AIZAWL,NA
13-09-95,3,BHUBANESHWAR,NA
13-09-95,3,CUTTACK,NA
13-09-95,3,KOLKATA,NA
13-09-95,3,AGARTALA,NA
13-09-95,4,HYDERABAD,NA
13-09-95,4,VIJAYAWADA,NA
13-09-95,4,BANGALORE,640
13-09-95,4,THIRUVANANTHAPURAM,NA
13-09-95,4,ERNAKULAM,NA
13-09-95,4,CHENNAI,641
13-09-95,4,MADURAI,641
13-09-95,4,PONDICHERRY,750
20-09-95,1,HISAR,380
20-09-95,1,KARNAL,400
20-09-95,1,SHIMLA,NA
20-09-95,1,MANDI,NA
20-09-95,1,SRINAGAR,NA
20-09-95,1,JAMMU,NA
20-09-95,1,AMRITSAR,360
20-09-95,1,LUDHIANA,360
20-09-95,1,LUCKNOW,420
20-09-95,1,KANPUR,420
20-09-95,1,CHANDIGARH,NA
20-09-95,1,DELHI,420
20-09-95,2,AHMEDABAD,575
20-09-95,2,RAJKOT,525
20-09-95,2,PANAJI,NA
20-09-95,2,BHOPAL,390
20-09-95,2,INDORE,430
20-09-95,2,MUMBAI,NA
20-09-95,2,NAGPUR,NA
20-09-95,2,JAIPUR,400
20-09-95,2,JODHPUR,415
20-09-95,3,GUWAHATI,NA
20-09-95,3,PATNA,NA
20-09-95,3,SHILLONG,NA
20-09-95,3,AIZAWL,NA
20-09-95,3,BHUBANESHWAR,NA
20-09-95,3,CUTTACK,NA
20-09-95,3,KOLKATA,NA
20-09-95,3,AGARTALA,NA
20-09-95,4,HYDERABAD,NA
20-09-95,4,VIJAYAWADA,700
20-09-95,4,BANGALORE,620
20-09-95,4,THIRUVANANTHAPURAM,NA
20-09-95,4,ERNAKULAM,NA
20-09-95,4,CHENNAI,641
20-09-95,4,MADURAI,647
20-09-95,4,PONDICHERRY,750
27-09-95,1,HISAR,385
27-09-95,1,KARNAL,400
27-09-95,1,SHIMLA,NA
27-09-95,1,MANDI,NA
27-09-95,1,SRINAGAR,NA
27-09-95,1,JAMMU,NA
27-09-95,1,AMRITSAR,375
27-09-95,1,LUDHIANA,360
27-09-95,1,LUCKNOW,NA
27-09-95,1,KANPUR,NA
27-09-95,1,CHANDIGARH,408
27-09-95,1,DELHI,425
27-09-95,2,AHMEDABAD,570
27-09-95,2,RAJKOT,525
27-09-95,2,PANAJI,NA
27-09-95,2,BHOPAL,420
27-09-95,2,INDORE,430
27-09-95,2,MUMBAI,NA
27-09-95,2,NAGPUR,NA
27-09-95,2,JAIPUR,400
27-09-95,2,JODHPUR,415
27-09-95,3,GUWAHATI,NA
27-09-95,3,PATNA,NA
27-09-95,3,SHILLONG,NA
27-09-95,3,AIZAWL,NA
27-09-95,3,BHUBANESHWAR,NA
27-09-95,3,CUTTACK,NA
27-09-95,3,KOLKATA,NA
27-09-95,3,AGARTALA,NA
27-09-95,4,HYDERABAD,NA
27-09-95,4,VIJAYAWADA,700
27-09-95,4,BANGALORE,660
27-09-95,4,THIRUVANANTHAPURAM,NA
27-09-95,4,ERNAKULAM,NA
27-09-95,4,CHENNAI,641
27-09-95,4,MADURAI,647
27-09-95,4,PONDICHERRY,750
04-10-95,1,HISAR,380
04-10-95,1,KARNAL,400
04-10-95,1,SHIMLA,NA
04-10-95,1,MANDI,NA
04-10-95,1,SRINAGAR,NA
04-10-95,1,JAMMU,NA
04-10-95,1,AMRITSAR,392
04-10-95,1,LUDHIANA,390
04-10-95,1,LUCKNOW,NA
04-10-95,1,KANPUR,NA
04-10-95,1,CHANDIGARH,408
04-10-95,1,DELHI,428
04-10-95,2,AHMEDABAD,575
04-10-95,2,RAJKOT,475
04-10-95,2,PANAJI,600
04-10-95,2,BHOPAL,415
04-10-95,2,INDORE,415
04-10-95,2,MUMBAI,NA
04-10-95,2,NAGPUR,NA
04-10-95,2,JAIPUR,400
04-10-95,2,JODHPUR,415
04-10-95,3,GUWAHATI,NA
04-10-95,3,PATNA,NA
04-10-95,3,SHILLONG,NA
04-10-95,3,AIZAWL,NA
04-10-95,3,BHUBANESHWAR,NA
04-10-95,3,CUTTACK,NA
04-10-95,3,KOLKATA,NA
04-10-95,3,AGARTALA,NA
04-10-95,4,HYDERABAD,NA
04-10-95,4,VIJAYAWADA,700
04-10-95,4,BANGALORE,NA
04-10-95,4,THIRUVANANTHAPURAM,NA
04-10-95,4,ERNAKULAM,NA
04-10-95,4,CHENNAI,641
04-10-95,4,MADURAI,647
04-10-95,4,PONDICHERRY,750
11-10-95,1,HISAR,380
11-10-95,1,KARNAL,400
11-10-95,1,SHIMLA,NA
11-10-95,1,MANDI,NA
11-10-95,1,SRINAGAR,NA
11-10-95,1,JAMMU,NA
11-10-95,1,AMRITSAR,390
11-10-95,1,LUDHIANA,390
11-10-95,1,LUCKNOW,NA
11-10-95,1,KANPUR,NA
11-10-95,1,CHANDIGARH,408
11-10-95,1,DELHI,425
11-10-95,2,AHMEDABAD,560
11-10-95,2,RAJKOT,525
11-10-95,2,PANAJI,NA
11-10-95,2,BHOPAL,390
11-10-95,2,INDORE,435
11-10-95,2,MUMBAI,611
11-10-95,2,NAGPUR,575
11-10-95,2,JAIPUR,400
11-10-95,2,JODHPUR,415
11-10-95,3,GUWAHATI,NA
11-10-95,3,PATNA,NA
11-10-95,3,SHILLONG,610
11-10-95,3,AIZAWL,NA
11-10-95,3,BHUBANESHWAR,NA
11-10-95,3,CUTTACK,NA
11-10-95,3,KOLKATA,NA
11-10-95,3,AGARTALA,NA
11-10-95,4,HYDERABAD,NA
11-10-95,4,VIJAYAWADA,700
11-10-95,4,BANGALORE,NA
11-10-95,4,THIRUVANANTHAPURAM,NA
11-10-95,4,ERNAKULAM,NA
11-10-95,4,CHENNAI,641
11-10-95,4,MADURAI,647
11-10-95,4,PONDICHERRY,750
18-10-95,1,HISAR,380
18-10-95,1,KARNAL,400
18-10-95,1,SHIMLA,NA
18-10-95,1,MANDI,NA
18-10-95,1,SRINAGAR,NA
18-10-95,1,JAMMU,NA
18-10-95,1,AMRITSAR,400
18-10-95,1,LUDHIANA,400
18-10-95,1,LUCKNOW,NA
18-10-95,1,KANPUR,NA
18-10-95,1,CHANDIGARH,408
18-10-95,1,DELHI,420
18-10-95,2,AHMEDABAD,580
18-10-95,2,RAJKOT,525
18-10-95,2,PANAJI,NA
18-10-95,2,BHOPAL,410
18-10-95,2,INDORE,390
18-10-95,2,MUMBAI,611
18-10-95,2,NAGPUR,575
18-10-95,2,JAIPUR,400
18-10-95,2,JODHPUR,415
18-10-95,3,GUWAHATI,NA
18-10-95,3,PATNA,NA
18-10-95,3,SHILLONG,600
18-10-95,3,AIZAWL,NA
18-10-95,3,BHUBANESHWAR,NA
18-10-95,3,CUTTACK,NA
18-10-95,3,KOLKATA,NA
18-10-95,3,AGARTALA,NA
18-10-95,4,HYDERABAD,650
18-10-95,4,VIJAYAWADA,700
18-10-95,4,BANGALORE,620
18-10-95,4,THIRUVANANTHAPURAM,NA
18-10-95,4,ERNAKULAM,NA
18-10-95,4,CHENNAI,652
18-10-95,4,MADURAI,647
18-10-95,4,PONDICHERRY,750
25-10-95,1,SHIMLA,NA
25-10-95,1,HISAR,380
25-10-95,1,KARNAL,400
25-10-95,1,MANDI,NA
25-10-95,1,SRINAGAR,NA
25-10-95,1,JAMMU,NA
25-10-95,1,AMRITSAR,400
25-10-95,1,LUDHIANA,400
25-10-95,1,LUCKNOW,NA
25-10-95,1,KANPUR,NA
25-10-95,1,CHANDIGARH,400
25-10-95,1,DELHI,415
25-10-95,2,AHMEDABAD,580
25-10-95,2,RAJKOT,525
25-10-95,2,PANAJI,NA
25-10-95,2,BHOPAL,410
25-10-95,2,INDORE,390
25-10-95,2,MUMBAI,611
25-10-95,2,NAGPUR,575
25-10-95,2,JAIPUR,400
25-10-95,2,JODHPUR,415
25-10-95,3,GUWAHATI,NA
25-10-95,3,PATNA,NA
25-10-95,3,SHILLONG,600
25-10-95,3,AIZAWL,NA
25-10-95,3,BHUBANESHWAR,NA
25-10-95,3,CUTTACK,NA
25-10-95,3,KOLKATA,NA
25-10-95,3,AGARTALA,NA
25-10-95,4,HYDERABAD,650
25-10-95,4,VIJAYAWADA,700
25-10-95,4,BANGALORE,660
25-10-95,4,THIRUVANANTHAPURAM,NA
25-10-95,4,ERNAKULAM,NA
25-10-95,4,CHENNAI,702
25-10-95,4,MADURAI,697
25-10-95,4,PONDICHERRY,750
01-11-95,1,HISAR,380
01-11-95,1,KARNAL,400
01-11-95,1,SHIMLA,NA
01-11-95,1,MANDI,NA
01-11-95,1,SRINAGAR,NA
01-11-95,1,JAMMU,NA
01-11-95,1,AMRITSAR,400
01-11-95,1,LUDHIANA,400
01-11-95,1,LUCKNOW,NA
01-11-95,1,KANPUR,NA
01-11-95,1,CHANDIGARH,NA
01-11-95,1,DELHI,415
01-11-95,2,AHMEDABAD,580
01-11-95,2,RAJKOT,550
01-11-95,2,PANAJI,630
01-11-95,2,BHOPAL,410
01-11-95,2,INDORE,390
01-11-95,2,MUMBAI,611
01-11-95,2,NAGPUR,540
01-11-95,2,JAIPUR,425
01-11-95,2,JODHPUR,450
01-11-95,3,GUWAHATI,NA
01-11-95,3,PATNA,NA
01-11-95,3,SHILLONG,NA
01-11-95,3,AIZAWL,NA
01-11-95,3,BHUBANESHWAR,NA
01-11-95,3,CUTTACK,NA
01-11-95,3,KOLKATA,NA
01-11-95,3,AGARTALA,NA
01-11-95,4,HYDERABAD,650
01-11-95,4,VIJAYAWADA,700
01-11-95,4,BANGALORE,660
01-11-95,4,THIRUVANANTHAPURAM,NA
01-11-95,4,ERNAKULAM,NA
01-11-95,4,CHENNAI,702
01-11-95,4,MADURAI,697
01-11-95,4,PONDICHERRY,750
08-11-95,1,HISAR,375
08-11-95,1,KARNAL,400
08-11-95,1,SHIMLA,NA
08-11-95,1,MANDI,NA
08-11-95,1,SRINAGAR,NA
08-11-95,1,JAMMU,NA
08-11-95,1,AMRITSAR,400
08-11-95,1,LUDHIANA,400
08-11-95,1,LUCKNOW,410
08-11-95,1,KANPUR,420
08-11-95,1,CHANDIGARH,415
08-11-95,1,DELHI,415
08-11-95,2,AHMEDABAD,580
08-11-95,2,RAJKOT,550
08-11-95,2,PANAJI,630
08-11-95,2,BHOPAL,420
08-11-95,2,INDORE,460
08-11-95,2,MUMBAI,611
08-11-95,2,NAGPUR,520
08-11-95,2,JAIPUR,425
08-11-95,2,JODHPUR,450
08-11-95,3,GUWAHATI,NA
08-11-95,3,PATNA,NA
08-11-95,3,SHILLONG,NA
08-11-95,3,AIZAWL,NA
08-11-95,3,BHUBANESHWAR,NA
08-11-95,3,CUTTACK,NA
08-11-95,3,KOLKATA,NA
08-11-95,3,AGARTALA,NA
08-11-95,4,HYDERABAD,650
08-11-95,4,VIJAYAWADA,700
08-11-95,4,BANGALORE,NA
08-11-95,4,THIRUVANANTHAPURAM,NA
08-11-95,4,ERNAKULAM,NA
08-11-95,4,CHENNAI,702
08-11-95,4,MADURAI,697
08-11-95,4,PONDICHERRY,800
15-11-95,1,HISAR,375
15-11-95,1,KARNAL,400
15-11-95,1,SHIMLA,NA
15-11-95,1,MANDI,NA
15-11-95,1,SRINAGAR,NA
15-11-95,1,JAMMU,NA
15-11-95,1,AMRITSAR,408
15-11-95,1,LUDHIANA,415
15-11-95,1,LUCKNOW,NA
15-11-95,1,KANPUR,NA
15-11-95,1,CHANDIGARH,NA
15-11-95,1,DELHI,430
15-11-95,2,AHMEDABAD,590
15-11-95,2,RAJKOT,550
15-11-95,2,PANAJI,NA
15-11-95,2,BHOPAL,430
15-11-95,2,INDORE,460
15-11-95,2,MUMBAI,611
15-11-95,2,NAGPUR,530
15-11-95,2,JAIPUR,425
15-11-95,2,JODHPUR,450
15-11-95,3,GUWAHATI,NA
15-11-95,3,PATNA,NA
15-11-95,3,SHILLONG,NA
15-11-95,3,AIZAWL,NA
15-11-95,3,BHUBANESHWAR,NA
15-11-95,3,CUTTACK,NA
15-11-95,3,KOLKATA,NA
15-11-95,3,AGARTALA,NA
15-11-95,4,HYDERABAD,640
15-11-95,4,VIJAYAWADA,700
15-11-95,4,BANGALORE,720
15-11-95,4,THIRUVANANTHAPURAM,NA
15-11-95,4,ERNAKULAM,NA
15-11-95,4,CHENNAI,702
15-11-95,4,MADURAI,758
15-11-95,4,PONDICHERRY,800
22-11-95,1,HISAR,377
22-11-95,1,KARNAL,400
22-11-95,1,SHIMLA,NA
22-11-95,1,MANDI,NA
22-11-95,1,SRINAGAR,NA
22-11-95,1,JAMMU,NA
22-11-95,1,AMRITSAR,404
22-11-95,1,LUDHIANA,415
22-11-95,1,LUCKNOW,400
22-11-95,1,KANPUR,425
22-11-95,1,CHANDIGARH,416
22-11-95,1,DELHI,430
22-11-95,2,AHMEDABAD,600
22-11-95,2,RAJKOT,550
22-11-95,2,PANAJI,650
22-11-95,2,BHOPAL,435
22-11-95,2,INDORE,440
22-11-95,2,MUMBAI,611
22-11-95,2,NAGPUR,530
22-11-95,2,JAIPUR,425
22-11-95,2,JODHPUR,450
22-11-95,3,GUWAHATI,NA
22-11-95,3,PATNA,NA
22-11-95,3,SHILLONG,550
22-11-95,3,AIZAWL,NA
22-11-95,3,BHUBANESHWAR,NA
22-11-95,3,CUTTACK,NA
22-11-95,3,KOLKATA,NA
22-11-95,3,AGARTALA,680
22-11-95,4,HYDERABAD,670
22-11-95,4,VIJAYAWADA,700
22-11-95,4,BANGALORE,720
22-11-95,4,THIRUVANANTHAPURAM,NA
22-11-95,4,ERNAKULAM,NA
22-11-95,4,CHENNAI,NA
22-11-95,4,MADURAI,NA
22-11-95,4,PONDICHERRY,800
29-11-95,1,HISAR,377
29-11-95,1,KARNAL,400
29-11-95,1,SHIMLA,NA
29-11-95,1,MANDI,NA
29-11-95,1,SRINAGAR,NA
29-11-95,1,JAMMU,NA
29-11-95,1,AMRITSAR,419
29-11-95,1,LUDHIANA,413
29-11-95,1,LUCKNOW,NA
29-11-95,1,KANPUR,NA
29-11-95,1,CHANDIGARH,416
29-11-95,1,DELHI,435
29-11-95,2,AHMEDABAD,600
29-11-95,2,RAJKOT,550
29-11-95,2,PANAJI,NA
29-11-95,2,BHOPAL,410
29-11-95,2,INDORE,450
29-11-95,2,MUMBAI,625
29-11-95,2,NAGPUR,500
29-11-95,2,JAIPUR,425
29-11-95,2,JODHPUR,450
29-11-95,3,GUWAHATI,NA
29-11-95,3,PATNA,NA
29-11-95,3,SHILLONG,550
29-11-95,3,AIZAWL,NA
29-11-95,3,BHUBANESHWAR,NA
29-11-95,3,CUTTACK,NA
29-11-95,3,KOLKATA,NA
29-11-95,3,AGARTALA,NA
29-11-95,4,HYDERABAD,670
29-11-95,4,VIJAYAWADA,700
29-11-95,4,BANGALORE,700
29-11-95,4,THIRUVANANTHAPURAM,NA
29-11-95,4,ERNAKULAM,NA
29-11-95,4,CHENNAI,NA
29-11-95,4,MADURAI,NA
29-11-95,4,PONDICHERRY,800
06-12-95,1,HISAR,377
06-12-95,1,KARNAL,400
06-12-95,1,SHIMLA,NA
06-12-95,1,MANDI,NA
06-12-95,1,SRINAGAR,NA
06-12-95,1,JAMMU,NA
06-12-95,1,AMRITSAR,420
06-12-95,1,LUDHIANA,415
06-12-95,1,LUCKNOW,430
06-12-95,1,KANPUR,432
06-12-95,1,CHANDIGARH,414
06-12-95,1,DELHI,440
06-12-95,2,AHMEDABAD,590
06-12-95,2,RAJKOT,545
06-12-95,2,PANAJI,NA
06-12-95,2,BHOPAL,410
06-12-95,2,INDORE,450
06-12-95,2,MUMBAI,625
06-12-95,2,NAGPUR,500
06-12-95,2,JAIPUR,425
06-12-95,2,JODHPUR,450
06-12-95,3,GUWAHATI,NA
06-12-95,3,PATNA,NA
06-12-95,3,SHILLONG,NA
06-12-95,3,AIZAWL,NA
06-12-95,3,BHUBANESHWAR,NA
06-12-95,3,CUTTACK,NA
06-12-95,3,KOLKATA,NA
06-12-95,3,AGARTALA,NA
06-12-95,4,HYDERABAD,670
06-12-95,4,VIJAYAWADA,700
06-12-95,4,BANGALORE,NA
06-12-95,4,THIRUVANANTHAPURAM,NA
06-12-95,4,ERNAKULAM,NA
06-12-95,4,CHENNAI,732
06-12-95,4,MADURAI,742
06-12-95,4,PONDICHERRY,800
13-12-95,1,HISAR,377
13-12-95,1,KARNAL,400
13-12-95,1,SHIMLA,NA
13-12-95,1,MANDI,NA
13-12-95,1,SRINAGAR,NA
13-12-95,1,JAMMU,NA
13-12-95,1,AMRITSAR,420
13-12-95,1,LUDHIANA,415
13-12-95,1,LUCKNOW,430
13-12-95,1,KANPUR,432
13-12-95,1,CHANDIGARH,414
13-12-95,1,DELHI,442
13-12-95,2,AHMEDABAD,590
13-12-95,2,RAJKOT,550
13-12-95,2,PANAJI,650
13-12-95,2,BHOPAL,NA
13-12-95,2,INDORE,NA
13-12-95,2,MUMBAI,625
13-12-95,2,NAGPUR,530
13-12-95,2,JAIPUR,425
13-12-95,2,JODHPUR,450
13-12-95,3,GUWAHATI,NA
13-12-95,3,PATNA,575
